2026-04-29 11:31:46,214	DROP	222800	심텍	volume_drought_gate
2026-04-29 11:31:46,615	DROP	012750	에스원	trend_gate
2026-04-29 11:31:46,999	DROP	084370	유진테크	volume_drought_gate
2026-04-29 11:31:47,327	DROP	0009K0	에임드바이오	insufficient_rows:98
2026-04-29 11:31:47,696	DROP	004990	롯데지주	trend_gate
2026-04-29 11:31:48,095	DROP	043260	성호전자	trend_gate
2026-04-29 11:31:53,197	DROP	005850	에스엘	trend_gate
2026-04-29 11:31:53,605	DROP	083650	비에이치아이	trend_gate
2026-04-29 11:31:54,030	DROP	005290	동진쎄미켐	volume_drought_gate
2026-04-29 11:31:59,147	DROP	140410	메지온	trend_gate
2026-04-29 11:31:59,523	DROP	139480	이마트	trend_gate
2026-04-29 11:31:59,854	DROP	483650	달바글로벌	volume_drought_gate
2026-04-29 11:32:00,256	DROP	120110	코오롱인더	volume_drought_gate
2026-04-29 11:32:05,442	DROP	058610	에스피지	trend_gate
2026-04-29 11:32:05,910	DROP	100790	미래에셋벤처투자	volume_drought_gate
2026-04-29 11:32:06,463	DROP	098460	고영	volume_drought_gate
2026-04-29 11:32:06,996	DROP	031980	피에스케이홀딩스	volume_drought_gate
2026-04-29 11:32:07,410	DROP	009970	영원무역홀딩스	trend_gate
2026-04-29 11:32:07,824	DROP	051600	한전KPS	trend_gate
2026-04-29 11:32:08,214	DROP	103140	풍산	trend_gate
2026-04-29 11:32:08,583	DROP	257720	실리콘투	trend_gate
2026-04-29 11:32:08,956	DROP	097230	HJ중공업	volume_drought_gate
2026-04-29 11:32:09,386	DROP	204320	HL만도	trend_gate
2026-04-29 11:32:09,783	DROP	008770	호텔신라	trend_gate
2026-04-29 11:32:10,183	DROP	067310	하나마이크론	volume_drought_gate
2026-04-29 11:32:15,294	DROP	026960	동서	trend_gate
2026-04-29 11:32:15,688	DROP	030530	원익홀딩스	trend_gate
2026-04-29 11:32:16,112	DROP	001450	현대해상	trend_gate
2026-04-29 11:32:16,479	DROP	018670	SK가스	liquidity_gate:KOSPI
2026-04-29 11:32:16,845	DROP	323280	태성	trend_gate
2026-04-29 11:32:17,245	DROP	008930	한미사이언스	trend_gate
2026-04-29 11:32:17,601	DROP	009420	한올바이오파마	trend_gate
2026-04-29 11:32:17,969	DROP	229640	LS에코에너지	volume_drought_gate
2026-04-29 11:32:18,343	DROP	078600	대주전자재료	volume_drought_gate
2026-04-29 11:32:18,750	DROP	017960	한국카본	volume_drought_gate
2026-04-29 11:32:19,143	DROP	383220	F&F	trend_gate
2026-04-29 11:32:19,626	DROP	068760	셀트리온제약	trend_gate
2026-04-29 11:32:20,024	DROP	192820	코스맥스	trend_gate
2026-04-29 11:32:20,345	DROP	279570	케이뱅크	insufficient_rows:40
2026-04-29 11:32:20,756	DROP	001430	세아베스틸지주	volume_drought_gate
2026-04-29 11:32:21,106	DROP	476830	알지노믹스	insufficient_rows:88
2026-04-29 11:32:26,252	DROP	069960	현대백화점	trend_gate
2026-04-29 11:32:31,322	DROP	131970	두산테스나	volume_drought_gate
2026-04-29 11:32:31,714	DROP	077970	STX엔진	volume_drought_gate
2026-04-29 11:32:32,118	DROP	010170	대한광통신	trend_gate
2026-04-29 11:32:32,488	DROP	218410	RFHIC	trend_gate
2026-04-29 11:32:32,839	DROP	298020	효성티앤씨	volume_drought_gate
2026-04-29 11:32:33,214	DROP	000240	한국앤컴퍼니	trend_gate
2026-04-29 11:32:33,588	DROP	011210	현대위아	trend_gate
2026-04-29 11:32:33,954	DROP	005440	현대지에프홀딩스	trend_gate
2026-04-29 11:32:34,324	DROP	004370	농심	trend_gate
2026-04-29 11:32:34,700	DROP	000120	CJ대한통운	trend_gate
2026-04-29 11:32:35,073	DROP	282330	BGF리테일	trend_gate
2026-04-29 11:32:40,243	DROP	030000	제일기획	trend_gate
2026-04-29 11:32:40,618	DROP	035900	JYP Ent.	trend_gate
2026-04-29 11:32:40,964	DROP	361610	SK아이이테크놀로지	trend_gate
2026-04-29 11:32:41,351	DROP	002790	아모레퍼시픽홀딩스	trend_gate
2026-04-29 11:32:41,708	DROP	003690	코리안리	trend_gate
2026-04-29 11:32:42,110	DROP	041510	에스엠	trend_gate
2026-04-29 11:32:42,460	DROP	085620	미래에셋생명	trend_gate
2026-04-29 11:32:42,825	DROP	089030	테크윙	trend_gate
2026-04-29 11:32:57,388	DROP	081660	미스토홀딩스	trend_gate
2026-04-29 11:32:57,778	DROP	161890	한국콜마	volume_drought_gate
2026-04-29 11:32:58,132	DROP	417200	LS머트리얼즈	volume_drought_gate
2026-04-29 11:32:58,521	DROP	039200	오스코텍	trend_gate
2026-04-29 11:32:58,888	DROP	023590	다우기술	trend_gate
2026-04-29 11:32:59,257	DROP	462870	시프트업	trend_gate
2026-04-29 11:32:59,639	DROP	005070	코스모신소재	volume_drought_gate
2026-04-29 11:32:59,997	DROP	140860	파크시스템스	trend_gate
2026-04-29 11:33:00,342	DROP	475830	오름테라퓨틱	trend_gate
2026-04-29 11:33:05,450	DROP	003570	SNT다이내믹스	trend_gate
2026-04-29 11:33:05,822	DROP	347700	스피어	trend_gate
2026-04-29 11:33:06,216	DROP	007070	GS리테일	liquidity_gate:KOSPI
2026-04-29 11:33:06,551	DROP	458870	씨어스	trend_gate
2026-04-29 11:33:06,926	DROP	099320	쎄트렉아이	trend_gate
2026-04-29 11:33:07,336	DROP	003540	대신증권	trend_gate
